record_id,date,mandi_id,crop_name,modal_price,msp,price_gap,price_below_msp_flag,price_gap_pct
PR001340,2026-01-16,MANDI007,Paddy,1989.82,2183.0,-193.18000000000006,1,-8.84928996793404
PR007070,09.05.2026,MANDI022,Paddy,2273.98,2183.0,90.98000000000002,0,4.167659184608338
PR004775,02-23-2026,,Wheat,2353.0,2275.0,78.0,0,3.428571428571429
PR003034,29/01/2026,MANDI055,Wheat,2640.12,2275.0,365.1199999999999,0,16.049230769230764
PR002947,13/05/2026,,Cotton,6725.89,6620.0,105.89000000000033,0,1.5995468277945668
PR002729,02.03.2026,MANDI008,Mustard,5932.52,5650.0,282.52000000000044,0,5.000353982300893
PR007737,20-Feb-2026,MANDI012,Wheat,2083.63,2275.0,-191.3699999999999,1,-8.411868131868127
PR005676,01-Jul-2026,MANDI007,Corn,2197.94,2090.0,107.94000000000005,0,5.164593301435409
PR008805,2026-03-11,MANDI046,Mustard,5259.53,5650.0,-390.47000000000025,1,-6.910973451327439
PR005981,2026-07-23,MANDI013,Wheat,2429.19,2275.0,154.19000000000005,0,6.77758241758242
PR000060,14/05/2026,,Mustard,6070.26,5650.0,420.2600000000002,0,7.438230088495579
PR003239,03.01.2026,,REQUIRES_INVESTIGATION,2023.3017368627488,2183.0,-159.69826313725116,1,-7.315541142338578
PR002760,02-15-2026,MANDI036,Cotton,6754.55,6620.0,134.55000000000018,0,2.032477341389731
PR004575,28-Aug-2026,MANDI040,REQUIRES_INVESTIGATION,2401.982891153114,2183.0,218.982891153114,0,10.031282233308016
PR001077,07-22-2026,,Mustard,5757.03,5650.0,107.02999999999975,0,1.8943362831858361
PR005404,22/01/2026,MANDI034,REQUIRES_INVESTIGATION,1856.24,2090.0,-233.76,1,-11.18468899521531
PR006339,25.04.2026,MANDI051,Cotton,7113.15,6620.0,493.14999999999964,0,7.449395770392744
PR009691,2026/05/11,MANDI010,REQUIRES_INVESTIGATION,3281.27,3500.0,-218.73000000000002,1,-6.249428571428572
PR010145,2026-02-02,MANDI013,Wheat,2188.968577299104,2275.0,-86.0314227008962,1,-3.7816009978415916
PR001300,2026-08-02,MANDI046,Corn,2038.25,2090.0,-51.75,1,-2.476076555023923
PR007631,2026/03/02,MANDI055,Wheat,2669.87,2275.0,394.8699999999999,0,17.356923076923074
PR000564,05.01.2026,MANDI039,Sugarcane,3814.67,3500.0,314.6700000000001,0,8.990571428571432
PR010104,2026-06-29,MANDI040,Wheat,2376.82,2275.0,101.82000000000016,0,4.475604395604403
PR000234,03-06-2026,MANDI046,Sugarcane,3573.51,3500.0,73.51000000000022,0,2.1002857142857203
PR005480,20/07/2026,MANDI050,Mustard,5977.53,5650.0,327.52999999999975,0,5.796991150442474
PR010827,2026-06-25,MANDI005,Sugarcane,3382.37,3500.0,-117.63000000000011,1,-3.360857142857146
PR000661,26/07/2026,MANDI029,Paddy,2401.0,2183.0,218.0,0,9.986257443884563
PR002565,07-May-2026,MANDI043,Corn,2022.0,2090.0,-68.0,1,-3.253588516746411
PR004659,01-23-2026,MANDI010,Corn,2077.0,2090.0,-13.0,1,-0.6220095693779905
PR008975,05/04/2026,MANDI046,Wheat,2517.0,2275.0,242.0,0,10.637362637362639
PR007085,11/03/2026,MANDI039,Mustard,5959.0,5650.0,309.0,0,5.469026548672566
PR003156,28/07/2026,MANDI052,Corn,2224.78,2090.0,134.7800000000002,0,6.448803827751205
PR002564,2026-04-06,MANDI010,Corn,2354.0,2090.0,264.0,0,12.631578947368421
PR001680,09/02/2026,MANDI038,Paddy,2225.08,2183.0,42.07999999999993,0,1.927622537792026
PR010671,12/08/2026,MANDI036,Sugarcane,3675.0,3500.0,175.0,0,5.0
PR003180,03/02/2026,MANDI057,Paddy,2193.25,2183.0,10.25,0,0.46953733394411357
PR007921,13.06.2026,MANDI057,Wheat,2397.03,2275.0,122.0300000000002,0,5.363956043956053
PR009782,30/03/2026,MANDI045,Mustard,5531.21,5650.0,-118.78999999999996,1,-2.102477876106194
PR007375,26.05.2026,MANDI007,Cotton,7151.48,6620.0,531.4799999999996,0,8.028398791540779
PR003698,28-Feb-2026,MANDI003,Corn,2321.22,2090.0,231.2199999999998,0,11.063157894736833
PR011382,20-May-2026,MANDI047,Corn,1990.53,2090.0,-99.47000000000003,1,-4.759330143540671
PR011519,2026-03-27,MANDI030,Mustard,6232.0,5650.0,582.0,0,10.300884955752213
PR001068,2026/02/27,MANDI043,REQUIRES_INVESTIGATION,2153.17,2183.0,-29.829999999999927,1,-1.366468163078329
PR006220,31/05/2026,MANDI021,Corn,1957.5956597046056,2090.0,-132.40434029539438,1,-6.335135899301167
PR008164,16.04.2026,,Paddy,2246.3,2183.0,63.30000000000018,0,2.8996793403573147
PR004486,06/05/2026,,Corn,2071.0,2090.0,-19.0,1,-0.9090909090909091
PR001657,2026-05-26,,Sugarcane,3253.0,3500.0,-247.0,1,-7.057142857142858
PR008714,01-19-2026,MANDI044,REQUIRES_INVESTIGATION,3572.0,3500.0,72.0,0,2.057142857142857
PR003124,04.07.2026,MANDI002,Cotton,6928.32,6620.0,308.3199999999997,0,4.657401812688818
PR000278,02/04/2026,MANDI002,Corn,2224.0,2090.0,134.0,0,6.411483253588517
PR006769,2026-08-02,,Wheat,2195.0,2275.0,-80.0,1,-3.5164835164835164
PR001183,28-Jun-2026,MANDI051,Wheat,2446.13,2275.0,171.1300000000001,0,7.522197802197807
PR000371,07-Aug-2026,MANDI018,REQUIRES_INVESTIGATION,5320.06,5650.0,-329.9399999999996,1,-5.839646017699108
PR006590,24-May-2026,MANDI035,Wheat,2540.73,2275.0,265.73,0,11.680439560439561
PR000090,2026-06-26,MANDI040,REQUIRES_INVESTIGATION,2003.89,2090.0,-86.1099999999999,1,-4.120095693779899
PR009953,22/04/2026,MANDI028,REQUIRES_INVESTIGATION,1990.0,2183.0,-193.0,1,-8.841044434264774
PR000014,08-Feb-2026,MANDI028,Wheat,2238.0,2275.0,-37.0,1,-1.6263736263736264
PR000287,2026/04/13,MANDI031,Wheat,2189.8,2275.0,-85.19999999999982,1,-3.7450549450549366
PR004723,12/04/2026,MANDI020,Wheat,2200.7,2275.0,-74.30000000000018,1,-3.265934065934074
PR000290,2026/08/07,MANDI024,REQUIRES_INVESTIGATION,3769.93,3500.0,269.92999999999984,0,7.712285714285709
PR000072,06/01/2026,MANDI047,Wheat,2160.48,2275.0,-114.51999999999998,1,-5.033846153846153
PR008759,10/04/2026,MANDI042,REQUIRES_INVESTIGATION,2148.0,2183.0,-35.0,1,-1.603298213467705
PR004804,08-10-2026,MANDI015,Sugarcane,3257.9,3500.0,-242.0999999999999,1,-6.917142857142855
PR011327,07-20-2026,MANDI020,Mustard,6175.0,5650.0,525.0,0,9.29203539823009
PR003657,07/06/2026,MANDI049,REQUIRES_INVESTIGATION,6151.677939662541,5650.0,501.67793966254067,0,8.879255569248508
PR009464,05-12-2026,MANDI054,Mustard,5795.0,5650.0,145.0,0,2.566371681415929
PR008741,2026-05-28,,Mustard,5867.18,5650.0,217.1800000000003,0,3.8438938053097393
PR006103,06-11-2026,MANDI032,Mustard,5094.0,5650.0,-556.0,1,-9.84070796460177
PR004446,2026-04-01,MANDI012,Wheat,2109.06,2275.0,-165.94000000000005,1,-7.294065934065936
PR009136,2026/08/31,MANDI005,Mustard,5401.09,5650.0,-248.90999999999985,1,-4.405486725663714
PR004026,13-Apr-2026,MANDI002,Corn,2274.41,2090.0,184.40999999999985,0,8.823444976076548
PR006940,15.07.2026,,Wheat,2259.35,2275.0,-15.650000000000091,1,-0.6879120879120919
PR005645,05.03.2026,MANDI033,Sugarcane,3325.0,3500.0,-175.0,1,-5.0
PR000750,2026-03-08,MANDI040,Wheat,2390.0,2275.0,115.0,0,5.054945054945055
PR007008,08.04.2026,MANDI049,Sugarcane,3695.41,3500.0,195.40999999999985,0,5.583142857142853
PR003530,03-13-2026,MANDI050,Corn,2040.26,2090.0,-49.74000000000001,1,-2.379904306220096
PR000052,14.06.2026,MANDI039,REQUIRES_INVESTIGATION,2111.0,2183.0,-72.0,1,-3.2982134677049935
PR004396,20-Mar-2026,MANDI039,Wheat,2477.74,2275.0,202.73999999999978,0,8.911648351648342
PR001227,2026/05/28,MANDI049,REQUIRES_INVESTIGATION,2291.15,2183.0,108.15000000000009,0,4.954191479615212
PR002021,02-15-2026,MANDI053,Sugarcane,3257.62,3500.0,-242.3800000000001,1,-6.92514285714286
PR007108,13.08.2026,MANDI037,Sugarcane,3386.98,3500.0,-113.01999999999998,1,-3.2291428571428566
PR002341,2026/01/12,MANDI053,Wheat,2455.58,2275.0,180.57999999999993,0,7.937582417582415
PR005608,2026/02/06,,Sugarcane,3473.0,3500.0,-27.0,1,-0.7714285714285715
PR001136,2026-04-18,MANDI038,REQUIRES_INVESTIGATION,2272.196527136316,2183.0,89.19652713631604,0,4.0859609315765475
PR004924,13-Mar-2026,MANDI054,Wheat,2322.27,2275.0,47.26999999999998,0,2.077802197802197
PR003193,30-Mar-2026,MANDI010,Cotton,6646.85,6620.0,26.850000000000364,0,0.40558912386707496
PR000950,20.08.2026,MANDI032,Mustard,6352.32,5650.0,702.3199999999997,0,12.4304424778761
PR004751,2026-02-17,MANDI028,Mustard,5119.29,5650.0,-530.71,1,-9.393097345132743
PR008389,07-08-2026,MANDI024,REQUIRES_INVESTIGATION,3808.91,3500.0,308.90999999999985,0,8.825999999999997
PR011074,29/07/2026,MANDI020,Corn,2365.44,2090.0,275.44000000000005,0,13.178947368421055
PR005674,15.04.2026,MANDI008,Corn,2097.3,2090.0,7.300000000000182,0,0.3492822966507264
PR011356,18/03/2026,MANDI043,Corn,2160.21,2090.0,70.21000000000004,0,3.3593301435406717
PR011087,2026-05-18,MANDI007,Cotton,7571.13,6620.0,951.1300000000001,0,14.367522658610273
PR004868,2026-05-02,,Mustard,5598.01,5650.0,-51.98999999999978,1,-0.9201769911504386
PR002430,16/05/2026,MANDI012,Cotton,6861.32,6620.0,241.3199999999997,0,3.645317220543802
PR004051,2026/01/31,MANDI028,Sugarcane,3336.0,3500.0,-164.0,1,-4.685714285714285
PR003668,06-Apr-2026,MANDI046,Wheat,2579.5355788650804,2275.0,304.5355788650804,0,13.386179290772764
PR007759,12.08.2026,MANDI047,Cotton,7121.0,6620.0,501.0,0,7.56797583081571
PR001781,2026-01-29,,Sugarcane,3495.26,3500.0,-4.739999999999782,1,-0.13542857142856518
PR009564,06/02/2026,,REQUIRES_INVESTIGATION,2007.21,2183.0,-175.78999999999996,1,-8.052679798442508
PR006507,2026-07-03,MANDI026,Mustard,6497.0,5650.0,847.0,0,14.991150442477878
PR007293,2026/04/07,MANDI020,Wheat,2352.52,2275.0,77.51999999999998,0,3.4074725274725264
PR001310,19/04/2026,MANDI010,Wheat,2241.53,2275.0,-33.4699999999998,1,-1.4712087912087823
PR011563,2026/03/03,MANDI053,Wheat,2368.828527057596,2275.0,93.82852705759615,0,4.124330859674556
PR010339,25.04.2026,MANDI041,Mustard,5407.37,5650.0,-242.6300000000001,1,-4.294336283185843
PR008342,2026/05/08,MANDI008,Sugarcane,3742.75,3500.0,242.75,0,6.935714285714285
PR006715,15/05/2026,MANDI005,Corn,2254.47,2090.0,164.4699999999998,0,7.869377990430612
PR006541,24-Mar-2026,MANDI022,REQUIRES_INVESTIGATION,1995.3074203373908,2183.0,-187.6925796626092,1,-8.59791936154875
PR004975,03.07.2026,MANDI025,REQUIRES_INVESTIGATION,2075.01,2090.0,-14.989999999999782,1,-0.7172248803827647
PR003101,2026-06-29,MANDI029,REQUIRES_INVESTIGATION,6034.44,5650.0,384.4399999999996,0,6.804247787610612
PR009221,2026/04/04,MANDI025,Mustard,6549.27,5650.0,899.2700000000004,0,15.916283185840715
PR011436,2026/05/21,MANDI055,Paddy,2518.69,2183.0,335.69000000000005,0,15.377462207970686
PR005876,24/03/2026,MANDI029,Cotton,7083.374191616854,6620.0,463.37419161685375,0,6.999610145269694
PR004436,2026-06-27,MANDI038,Cotton,7521.54,6620.0,901.54,0,13.618429003021149
PR000519,05.03.2026,MANDI026,Cotton,6686.32,6620.0,66.31999999999971,0,1.001812688821748
PR009663,20.08.2026,MANDI050,Sugarcane,3484.398389954566,3500.0,-15.601610045433972,1,-0.44576028701239917
PR006528,2026-05-03,MANDI029,Paddy,2433.0,2183.0,250.0,0,11.452130096197893
PR009063,10.03.2026,MANDI054,Cotton,7151.37,6620.0,531.3699999999999,0,8.026737160120845
PR004993,2026-07-15,MANDI038,Sugarcane,3145.88,3500.0,-354.1199999999999,1,-10.117714285714282
PR011983,04-12-2026,,Mustard,6263.185255534114,5650.0,613.1852555341138,0,10.852836381134757
PR000143,02-12-2026,MANDI014,REQUIRES_INVESTIGATION,2246.0,2090.0,156.0,0,7.464114832535886
PR008237,2026-07-09,MANDI005,Mustard,6135.27,5650.0,485.27000000000044,0,8.588849557522131
PR000823,11/08/2026,,REQUIRES_INVESTIGATION,2390.698794222006,2183.0,207.6987942220062,0,9.514374449015401
PR000774,05-16-2026,,Cotton,6472.97,6620.0,-147.02999999999975,1,-2.22099697885196
PR003074,04-Jul-2026,MANDI027,Sugarcane,3162.98,3500.0,-337.02,1,-9.629142857142856
PR003082,27.06.2026,MANDI039,Sugarcane,3763.214488347616,3500.0,263.2144883476162,0,7.520413952789035
PR011144,05-12-2026,MANDI021,Cotton,6452.844508216249,6620.0,-167.15549178375113,1,-2.52500742875757
PR008557,2026-04-12,,Mustard,5700.0,5650.0,50.0,0,0.8849557522123894
PR009303,2026/07/31,,Corn,1932.728585992563,2090.0,-157.271414007437,1,-7.524948038633348
PR000356,08-May-2026,MANDI054,Mustard,6061.0,5650.0,411.0,0,7.274336283185841
PR011185,08-01-2026,MANDI001,Wheat,2442.0,2275.0,167.0,0,7.34065934065934
PR005730,09/01/2026,MANDI035,Sugarcane,3535.15,3500.0,35.15000000000009,0,1.004285714285717
PR001204,2026-01-19,MANDI014,Mustard,5442.04,5650.0,-207.96000000000004,1,-3.6807079646017704
PR002588,26/02/2026,MANDI035,REQUIRES_INVESTIGATION,2145.5984923508267,2183.0,-37.401507649173254,1,-1.713307725569091
PR010160,2026-05-14,,Paddy,2327.65,2183.0,144.6500000000001,0,6.626202473660105
PR001811,2026-07-15,MANDI026,REQUIRES_INVESTIGATION,2181.61,2183.0,-1.3899999999998727,1,-0.06367384333485446
PR008862,2026-03-20,,REQUIRES_INVESTIGATION,1977.0,2090.0,-113.0,1,-5.4066985645933014
PR010095,2026-01-07,MANDI001,Corn,1939.84,2090.0,-150.16000000000008,1,-7.184688995215314
PR009455,23.08.2026,MANDI024,Mustard,5478.85,5650.0,-171.14999999999964,1,-3.029203539823002
PR003053,2026/02/06,MANDI020,Cotton,7037.108826286591,6620.0,417.10882628659056,0,6.300737557199253
PR009010,2026-06-28,MANDI053,Wheat,2331.08,2275.0,56.07999999999993,0,2.4650549450549417
PR002673,20/06/2026,MANDI014,Cotton,7554.96,6620.0,934.96,0,14.123262839879155
PR008147,2026/05/27,MANDI034,Mustard,6040.293848586203,5650.0,390.29384858620324,0,6.907855727189438
PR000507,24.05.2026,MANDI013,Corn,2100.92,2090.0,10.920000000000073,0,0.5224880382775154
PR005719,2026-03-27,MANDI025,Corn,2272.59,2090.0,182.59000000000015,0,8.736363636363643
PR003323,03.03.2026,MANDI019,Mustard,5727.58,5650.0,77.57999999999993,0,1.373097345132742
PR005325,2026/07/20,MANDI019,Paddy,2147.1,2183.0,-35.90000000000009,1,-1.6445258818140216
PR004800,11.05.2026,,REQUIRES_INVESTIGATION,2029.98,2090.0,-60.01999999999998,1,-2.871770334928229
PR005240,2026-03-12,,Cotton,6744.5,6620.0,124.5,0,1.880664652567976
PR006709,15-Jun-2026,MANDI008,Cotton,7548.51,6620.0,928.5100000000002,0,14.025830815709972
PR008705,10.04.2026,MANDI015,Mustard,5668.0,5650.0,18.0,0,0.3185840707964602
PR009671,2026-08-26,MANDI045,Wheat,2455.1,2275.0,180.0999999999999,0,7.916483516483512
PR002030,08-25-2026,MANDI018,REQUIRES_INVESTIGATION,2352.0,2090.0,262.0,0,12.535885167464114
PR003308,23/08/2026,MANDI015,Mustard,5566.72,5650.0,-83.27999999999975,1,-1.4739823008849513
PR011526,01-13-2026,MANDI026,Wheat,2297.82,2275.0,22.820000000000164,0,1.0030769230769303
PR005135,13.03.2026,MANDI008,REQUIRES_INVESTIGATION,3640.41,3500.0,140.40999999999985,0,4.011714285714282
PR004777,2026/01/31,MANDI045,Mustard,5050.413892702856,5650.0,-599.5861072971438,1,-10.612143491984845
PR002132,09-02-2026,MANDI022,Corn,2237.733769433642,2090.0,147.733769433642,0,7.06860140830823
PR005667,08-12-2026,MANDI006,Mustard,5985.0,5650.0,335.0,0,5.929203539823009
PR001485,04-20-2026,MANDI051,Cotton,6533.885359599934,6620.0,-86.11464040006558,1,-1.3008253836867913
PR008521,01-11-2026,MANDI037,Sugarcane,3768.64,3500.0,268.6399999999999,0,7.675428571428568
PR000452,2026-06-29,MANDI055,Cotton,7294.53,6620.0,674.5299999999997,0,10.189274924471295
PR003081,23-Mar-2026,MANDI042,Mustard,6313.88,5650.0,663.8800000000001,0,11.750088495575223
PR009394,2026-04-05,MANDI009,Sugarcane,3611.99,3500.0,111.98999999999978,0,3.1997142857142795
PR004904,2026/03/08,,Sugarcane,3466.0,3500.0,-34.0,1,-0.9714285714285713
PR003548,2026-07-02,MANDI009,Sugarcane,3303.9168825397246,3500.0,-196.0831174602754,1,-5.602374784579297
PR005954,2026-03-13,MANDI042,REQUIRES_INVESTIGATION,2371.72,2183.0,188.7199999999998,0,8.644983967017856
PR001271,05-05-2026,MANDI028,REQUIRES_INVESTIGATION,1976.51,2183.0,-206.49,1,-9.459001374255612
PR003043,22-Mar-2026,MANDI014,Mustard,5613.58,5650.0,-36.42000000000007,1,-0.6446017699115056
PR003713,08/02/2026,MANDI004,Mustard,6026.96,5650.0,376.96000000000004,0,6.671858407079647
PR000798,04.07.2026,MANDI030,Sugarcane,3989.0752752604767,3500.0,489.0752752604767,0,13.973579293156476
PR004351,20/08/2026,MANDI026,Cotton,7031.55,6620.0,411.5500000000002,0,6.216767371601211
PR008493,2026-07-07,,Cotton,5929.5508361014345,6620.0,-690.4491638985655,1,-10.429745678226066
PR002389,2026-06-29,MANDI037,REQUIRES_INVESTIGATION,2289.29,2183.0,106.28999999999996,0,4.868987631699494
PR005045,2026-04-07,MANDI057,Cotton,6598.99,6620.0,-21.01000000000022,1,-0.31737160120846253
PR008198,28-Mar-2026,MANDI042,REQUIRES_INVESTIGATION,3549.01,3500.0,49.01000000000022,0,1.4002857142857206
PR008189,31/01/2026,,Corn,2154.058452170897,2090.0,64.058452170897,0,3.064997711526172
PR003959,2026-07-01,MANDI004,REQUIRES_INVESTIGATION,2267.277682406697,2183.0,84.27768240669684,0,3.860635932510162
PR007146,07.09.2026,MANDI034,Wheat,2467.3257101551226,2275.0,192.32571015512258,0,8.453877369455938
PR005076,27.07.2026,MANDI038,Paddy,2063.338361229852,2183.0,-119.66163877014787,1,-5.481522618879884
PR004177,2026-01-14,MANDI030,REQUIRES_INVESTIGATION,6032.75,5650.0,382.75,0,6.77433628318584
PR008324,2026-05-11,MANDI052,REQUIRES_INVESTIGATION,2288.08,2090.0,198.07999999999993,0,9.477511961722485
PR008742,2026-05-13,MANDI048,REQUIRES_INVESTIGATION,3646.93,3500.0,146.92999999999984,0,4.197999999999995
PR008063,10.05.2026,,Sugarcane,3699.33,3500.0,199.32999999999993,0,5.695142857142855
PR009005,11/06/2026,MANDI041,Cotton,7081.13,6620.0,461.1300000000001,0,6.965709969788521
PR008930,2026-01-03,MANDI042,Mustard,5869.2,5650.0,219.19999999999982,0,3.879646017699112
PR008184,2026-08-03,MANDI006,Sugarcane,3314.0,3500.0,-186.0,1,-5.314285714285714
PR010013,05/02/2026,MANDI031,Cotton,7081.0,6620.0,461.0,0,6.963746223564955
PR004565,01-13-2026,MANDI054,REQUIRES_INVESTIGATION,2099.51,2183.0,-83.48999999999978,1,-3.824553366926238
PR006508,06-17-2026,MANDI026,REQUIRES_INVESTIGATION,5260.44,5650.0,-389.5600000000004,1,-6.894867256637176
PR006237,2026-09-05,MANDI017,REQUIRES_INVESTIGATION,2472.0,2183.0,289.0,0,13.238662391204764
PR006671,13/05/2026,MANDI041,Sugarcane,3459.52,3500.0,-40.48000000000002,1,-1.156571428571429
PR010522,2026-07-20,,REQUIRES_INVESTIGATION,2367.7356029661933,2183.0,184.73560296619326,0,8.462464634273626
PR001207,30-Aug-2026,,Wheat,2489.9,2275.0,214.9000000000001,0,9.44615384615385
PR000350,12/08/2026,MANDI029,Mustard,5379.51,5650.0,-270.4899999999998,1,-4.78743362831858
PR009645,2026/01/09,MANDI038,REQUIRES_INVESTIGATION,1975.25,2183.0,-207.75,1,-9.516720109940449
PR006482,2026/03/25,MANDI049,Cotton,7227.0,6620.0,607.0,0,9.169184290030213
PR000762,2026-06-24,MANDI024,Sugarcane,3320.87,3500.0,-179.1300000000001,1,-5.118000000000003
PR002485,03.01.2026,MANDI020,Mustard,6238.51,5650.0,588.5100000000002,0,10.41610619469027
PR010325,08.04.2026,MANDI040,Paddy,2316.0,2183.0,133.0,0,6.092533211177279
PR001711,2026-03-29,,Sugarcane,3567.370160735434,3500.0,67.37016073543418,0,1.9248617352981197
PR003073,2026/03/23,,Cotton,6251.75,6620.0,-368.25,1,-5.562688821752266
PR001064,08-30-2026,MANDI032,Wheat,2333.5,2275.0,58.5,0,2.571428571428571
PR008766,07/08/2026,MANDI040,REQUIRES_INVESTIGATION,2349.1,2183.0,166.0999999999999,0,7.608795235913876
PR005079,23-Jun-2026,MANDI024,Sugarcane,3922.96,3500.0,422.96000000000004,0,12.08457142857143
PR000154,04-08-2026,MANDI001,REQUIRES_INVESTIGATION,5431.35,5650.0,-218.64999999999964,1,-3.8699115044247723
PR010910,08-Aug-2026,MANDI005,Mustard,6341.9,5650.0,691.8999999999996,0,12.246017699115038
PR007390,08-17-2026,MANDI047,Corn,2164.49,2090.0,74.48999999999978,0,3.5641148325358745
PR000398,06/05/2026,MANDI021,Cotton,7050.39,6620.0,430.3900000000003,0,6.5013595166163185
PR007115,2026/06/03,MANDI021,Sugarcane,3708.0,3500.0,208.0,0,5.942857142857143
PR011343,2026-05-25,MANDI007,Cotton,6398.028734083424,6620.0,-221.97126591657616,1,-3.3530402706431444
PR004768,18.04.2026,MANDI029,REQUIRES_INVESTIGATION,6080.59,5650.0,430.59000000000015,0,7.621061946902658
PR000737,08-Sep-2026,,Sugarcane,3377.93,3500.0,-122.07000000000016,1,-3.4877142857142904
PR001802,09/01/2026,MANDI019,Wheat,2366.86,2275.0,91.86000000000013,0,4.037802197802203
PR003407,2026/04/13,MANDI004,Mustard,6200.46,5650.0,550.46,0,9.742654867256638
PR010740,26/02/2026,,Mustard,5931.89,5650.0,281.8900000000003,0,4.989203539823015
PR010059,02.04.2026,MANDI016,Sugarcane,3322.05,3500.0,-177.94999999999982,1,-5.084285714285709
PR010566,30/06/2026,MANDI056,Mustard,5319.12,5650.0,-330.8800000000001,1,-5.856283185840709
PR009239,06-01-2026,MANDI038,REQUIRES_INVESTIGATION,2369.63,2183.0,186.6300000000001,0,8.549244159413655
PR011834,25-Apr-2026,,Wheat,2125.0,2275.0,-150.0,1,-6.593406593406594
PR000185,2026/04/17,MANDI027,Mustard,5656.0,5650.0,6.0,0,0.10619469026548674
PR010413,01-16-2026,MANDI017,REQUIRES_INVESTIGATION,1901.43,2090.0,-188.56999999999994,1,-9.022488038277508
PR007663,2026-02-01,MANDI039,Wheat,2394.05,2275.0,119.05000000000018,0,5.232967032967041
PR008922,25-Mar-2026,MANDI005,Cotton,6173.0,6620.0,-447.0,1,-6.75226586102719
PR011616,08/05/2026,MANDI044,Corn,1932.2400218168784,2090.0,-157.75997818312158,1,-7.548324314981894
PR000443,06/07/2026,MANDI036,REQUIRES_INVESTIGATION,2444.1,2183.0,261.0999999999999,0,11.960604672469074
PR001103,20-Jul-2026,MANDI002,Corn,2007.0,2090.0,-83.0,1,-3.971291866028708
PR001441,2026-07-28,MANDI045,Paddy,2238.24,2183.0,55.23999999999978,0,2.530462666055876
PR006126,2026/03/30,MANDI047,Corn,2184.28,2090.0,94.2800000000002,0,4.511004784689004
PR007334,08-15-2026,MANDI007,Sugarcane,3798.0,3500.0,298.0,0,8.514285714285714
PR005722,2026/02/09,MANDI043,Wheat,2624.0,2275.0,349.0,0,15.340659340659341
PR007077,08/05/2026,MANDI013,Wheat,2136.04,2275.0,-138.96000000000004,1,-6.10813186813187
PR004437,2026-03-21,MANDI020,Corn,1906.47,2090.0,-183.52999999999997,1,-8.78133971291866
PR006408,2026-02-15,MANDI036,Cotton,7325.58,6620.0,705.5799999999999,0,10.658308157099697
PR005037,2026-04-11,MANDI013,Sugarcane,3604.82,3500.0,104.82000000000016,0,2.9948571428571475
PR007960,2026/06/06,MANDI056,REQUIRES_INVESTIGATION,2234.68,2090.0,144.67999999999984,0,6.922488038277503
PR010393,04-24-2026,MANDI033,Cotton,7692.9,6620.0,1072.8999999999996,0,16.20694864048338
