date,daily_arrivals_qtl,daily_farmer_count,arrival_record_count,daily_avg_modal_price,daily_avg_msp,daily_price_crash_count,price_record_count,daily_price_crash_rate
2026-03-01,247.62,223.0,3.0,2051.3316666666665,2136.3333333333335,6.0,6.0,100.0
2026-03-02,1035.29,415.0,5.0,3983.5550000000003,3803.5,3.0,8.0,37.5
2026-03-03,1704.96,511.0,6.0,2570.3048158821994,2488.75,2.0,8.0,25.0
2026-03-04,63.88,182.0,2.0,5067.679856023567,4994.666666666667,3.0,6.0,50.0
2026-03-05,741.94,101.0,2.0,2418.33,2275.0,0.0,1.0,0.0
2026-03-06,72.29,5.0,1.0,4857.894270852629,5002.5,3.0,4.0,75.0
2026-03-07,349.86,87.0,1.0,2088.0831291604723,2275.0,2.0,2.0,100.0
2026-03-08,537.31,179.0,2.0,2544.27132454021,2535.25,3.0,4.0,75.0
2026-03-09,73.24,59.0,1.0,3463.5775,3500.0,3.0,4.0,75.0
2026-03-10,11.71,100.0,1.0,4347.83,4465.0,3.0,4.0,75.0
2026-03-11,191.49,89.0,2.0,4415.246212823768,4112.5,1.0,4.0,25.0
2026-03-12,202.31,90.0,2.0,6637.15,6620.0,0.0,1.0,0.0
2026-03-13,547.14,221.0,4.0,4342.605,3870.0,0.0,2.0,0.0
2026-03-14,485.33000000000004,32.0,2.0,3915.1000000000004,3890.3333333333335,4.0,9.0,44.44444444444444
2026-03-15,932.7,176.0,3.0,3020.697921231407,2991.6,2.0,5.0,40.0
2026-03-16,1256.63,358.0,5.0,2822.1614452008685,2591.0,0.0,3.0,0.0
2026-03-17,583.9200000000001,321.0,4.0,5865.8125,5840.0,2.0,4.0,50.0
2026-03-18,1522.74,191.0,4.0,2681.5533333333333,2591.0,1.0,3.0,33.33333333333333
2026-03-19,584.27,67.0,2.0,3736.1308124188313,3638.714285714286,2.0,7.0,28.57142857142857
2026-03-20,401.94,347.0,3.0,7039.58,6620.0,0.0,1.0,0.0
2026-03-21,599.13,248.0,2.0,4864.83585053734,4447.5,1.0,4.0,25.0
2026-03-22,653.59,289.0,3.0,4826.1,4914.6,2.0,5.0,40.0
2026-03-23,,,,6251.75,6620.0,1.0,1.0,100.0
2026-03-24,393.39,107.0,1.0,5109.563927683561,5002.5,1.0,4.0,25.0
2026-03-25,432.35,55.0,1.0,4719.3099999999995,4511.25,1.0,4.0,25.0
2026-03-26,395.49,110.0,1.0,2141.94,2090.0,0.0,1.0,0.0
2026-03-27,582.12,55.0,2.0,7155.683224279179,6620.0,0.0,2.0,0.0
2026-03-28,298.67,201.0,2.0,6390.8966666666665,6296.666666666667,2.0,3.0,66.66666666666666
2026-03-29,147.2,82.0,1.0,3918.906,3920.6,2.0,5.0,40.0
2026-03-30,1297.22,410.0,6.0,4464.508165136377,4300.375,3.0,8.0,37.5
2026-03-31,882.31,181.0,3.0,2989.762525186018,2841.5,0.0,2.0,0.0
2026-04-01,799.77,167.0,3.0,4079.5766666666664,4216.666666666667,2.0,3.0,66.66666666666666
2026-04-02,1011.9200000000001,120.0,3.0,4034.325,4182.0,3.0,4.0,75.0
2026-04-03,1403.57,537.0,5.0,3985.4519999999998,3800.6,2.0,5.0,40.0
2026-04-04,858.79,312.0,5.0,4708.6575,4245.75,1.0,4.0,25.0
2026-04-05,84.39,233.0,2.0,4077.52438158419,3932.5714285714284,4.0,7.0,57.14285714285714
2026-04-06,606.99,187.0,3.0,3049.5416666666665,2953.0,1.0,6.0,16.666666666666664
2026-04-07,955.24,191.0,3.0,2715.818,2728.0,2.0,5.0,40.0
2026-04-08,571.59,133.0,2.0,2836.5866666666666,2683.3333333333335,1.0,3.0,33.33333333333333
2026-04-09,863.23,241.0,4.0,3396.9325,3292.25,1.0,4.0,25.0
2026-04-10,66.95,138.0,1.0,4379.416666666667,4282.166666666667,3.0,6.0,50.0
2026-04-11,1226.66,341.0,5.0,,,,,
2026-04-12,1121.1399999999999,51.0,3.0,2315.3824999999997,2205.75,0.0,4.0,0.0
2026-04-13,375.73,0.0,1.0,5266.456666666666,4848.333333333333,1.0,3.0,33.33333333333333
2026-04-14,1517.32,392.0,4.0,2447.42,2183.0,0.0,1.0,0.0
2026-04-15,49.91,0.0,1.0,3880.316666666667,4101.0,3.0,3.0,100.0
2026-04-16,1170.65,484.0,5.0,2310.84,2275.0,1.0,2.0,50.0
2026-04-17,1143.32,534.0,5.0,3864.1925,3890.125,4.0,8.0,50.0
2026-04-18,898.88,234.0,3.0,4437.242,4300.0,2.0,5.0,40.0
2026-04-19,258.11,25.0,1.0,4612.390603327567,4245.75,0.0,4.0,0.0
2026-04-20,685.24,34.0,2.0,4824.359731258743,4465.0,0.0,4.0,0.0
2026-04-21,1500.17,269.0,5.0,4680.145,4575.0,0.0,2.0,0.0
2026-04-22,677.98,125.0,2.0,2446.27,2183.0,0.0,1.0,0.0
2026-04-23,1319.34,283.0,5.0,,,,,
2026-04-24,678.14,141.0,4.0,3774.780220364846,3708.0,2.0,5.0,40.0
2026-04-25,255.36,88.0,2.0,4046.5160000000005,4008.6,2.0,5.0,40.0
2026-04-26,1166.72,277.0,4.0,3670.3175,3543.5,2.0,8.0,25.0
2026-04-27,935.95,398.0,4.0,6118.01,5650.0,0.0,1.0,0.0
2026-04-28,1547.05,633.0,7.0,4057.773333333333,3808.3333333333335,1.0,3.0,33.33333333333333
2026-04-29,1347.35,128.0,3.0,4264.563028789687,3833.2,1.0,5.0,20.0
2026-04-30,602.0699999999999,140.0,3.0,4552.006065588932,4459.333333333333,2.0,6.0,33.33333333333333
2026-05-01,,,,4814.815714285714,4629.285714285715,2.0,7.0,28.57142857142857
2026-05-02,497.28,103.0,2.0,3406.628096192651,3296.6,3.0,5.0,60.0
2026-05-03,648.3,230.0,4.0,4236.582359506398,3957.6,0.0,5.0,0.0
2026-05-04,768.81,276.0,4.0,3507.796787044243,3359.2727272727275,5.0,11.0,45.45454545454545
2026-05-05,326.61,32.0,1.0,3753.536666666667,3692.6666666666665,1.0,3.0,33.33333333333333
2026-05-06,990.28,341.0,3.0,2237.175,2229.0,1.0,2.0,50.0
2026-05-07,648.51,198.0,2.0,4953.66,4817.666666666667,2.0,3.0,66.66666666666666
2026-05-08,1686.46,404.0,6.0,2699.9157142857143,2559.1428571428573,2.0,7.0,28.57142857142857
2026-05-09,882.48,279.0,3.0,2966.5699999999997,2841.5,1.0,2.0,50.0
2026-05-10,622.77,172.0,5.0,4502.190592749901,4511.25,2.0,4.0,50.0
2026-05-11,584.59,130.0,2.0,4435.949352225482,4268.75,1.0,8.0,12.5
2026-05-12,470.21999999999997,174.0,2.0,4825.334372962858,4817.666666666667,1.0,3.0,33.33333333333333
2026-05-13,736.4300000000001,240.0,2.0,3664.0766666666664,3600.0,2.0,3.0,66.66666666666666
2026-05-14,368.02,45.0,2.0,4118.986666666667,3692.6666666666665,0.0,3.0,0.0
2026-05-15,,,,1972.3277649779109,2090.0,1.0,1.0,100.0
2026-05-16,680.56,285.0,2.0,4126.253333679745,3973.75,1.0,4.0,25.0
2026-05-17,28.66,115.0,1.0,5088.756666666667,4933.333333333333,1.0,3.0,33.33333333333333
2026-05-18,927.5799999999999,211.0,3.0,3863.6418631632546,3588.8333333333335,0.0,6.0,0.0
2026-05-19,1787.93,484.0,6.0,,,,,
2026-05-20,577.26,211.0,3.0,3092.5266666666666,3091.6666666666665,2.0,3.0,66.66666666666666
2026-05-21,603.6899999999999,238.0,2.0,4516.345,3916.5,0.0,2.0,0.0
2026-05-22,877.0,328.0,4.0,,,,,
2026-05-23,1136.28,243.0,3.0,2263.28463423744,2205.75,2.0,4.0,50.0
2026-05-24,492.51,65.0,2.0,4056.7940000000003,4027.0,2.0,5.0,40.0
2026-05-25,885.71,159.0,3.0,3007.4310967888177,2986.5555555555557,5.0,9.0,55.55555555555556
2026-05-26,789.41,256.0,3.0,3115.3545626960567,3245.75,3.0,4.0,75.0
2026-05-27,1811.9,300.0,6.0,4003.7387697172408,4078.0,4.0,5.0,80.0
2026-05-28,345.53,190.0,2.0,3216.8117809160162,3054.4285714285716,0.0,7.0,0.0
2026-05-29,549.8499999999999,119.0,2.0,2171.98,2182.5,1.0,2.0,50.0
2026-05-30,767.95,362.0,3.0,2135.36,2183.0,2.0,3.0,66.66666666666666
2026-05-31,900.05,151.0,3.0,4134.989372865228,4158.75,2.0,4.0,50.0
2026-06-01,574.9200000000001,168.0,3.0,4986.943333333334,4817.666666666667,1.0,3.0,33.33333333333333
2026-06-02,675.65,309.0,3.0,2180.10052239432,2182.75,2.0,4.0,50.0
2026-06-03,1940.37,263.0,6.0,4108.917063774684,4045.6,2.0,5.0,40.0
2026-06-04,746.06,39.0,2.0,4325.141618533637,4210.0,3.0,7.0,42.857142857142854
2026-06-05,,,,4974.305,5060.0,1.0,2.0,50.0
2026-06-06,779.48,184.0,3.0,4170.5888732809435,4062.6666666666665,3.0,6.0,50.0
2026-06-07,736.0699999999999,222.0,3.0,2406.85,2229.0,0.0,2.0,0.0
2026-06-08,570.3299999999999,193.0,4.0,3105.444285714286,3147.0,3.0,7.0,42.857142857142854
2026-06-09,784.0999999999999,374.0,4.0,3577.208543710697,3644.5,5.0,8.0,62.5
2026-06-10,1021.96,116.0,6.0,2773.4642310563213,2760.6666666666665,3.0,6.0,50.0
2026-06-11,576.06,123.0,3.0,2197.983333333333,2182.6666666666665,2.0,3.0,66.66666666666666
2026-06-12,844.27,296.0,4.0,3477.34,3355.75,1.0,4.0,25.0
2026-06-13,574.8000000000001,95.0,2.0,4762.86625,4488.125,2.0,8.0,25.0
2026-06-14,1407.5500000000002,417.0,5.0,,,,,
2026-06-15,903.96,283.0,4.0,2714.65,2652.6666666666665,1.0,3.0,33.33333333333333
2026-06-16,1015.2,191.0,3.0,2135.165,2136.5,1.0,2.0,50.0
2026-06-17,209.73,205.0,2.0,6516.0,6620.0,1.0,1.0,100.0
2026-06-18,202.24,63.0,1.0,4360.254,4258.0,3.0,5.0,60.0
2026-06-19,491.11,9.0,2.0,3947.376666666667,3662.0,1.0,3.0,33.33333333333333
2026-06-20,,,,2681.9548949316377,2621.6666666666665,1.0,3.0,33.33333333333333
2026-06-21,688.38,310.0,3.0,6770.685384235558,6620.0,1.0,2.0,50.0
2026-06-22,598.07,258.0,3.0,4201.14,3916.25,0.0,4.0,0.0
2026-06-23,1397.14,160.0,5.0,3125.3824999999997,3026.5,1.0,4.0,25.0
2026-06-24,718.43,172.0,4.0,4028.403513050713,3833.0,1.0,5.0,20.0
2026-06-25,255.23,96.0,1.0,4220.407,4309.0,6.0,10.0,60.0
2026-06-26,1351.93,352.0,5.0,2779.215,2795.0,2.0,4.0,50.0
2026-06-27,595.47,50.0,2.0,2271.05,2136.5,1.0,2.0,50.0
2026-06-28,231.84,0.0,1.0,5358.693333333334,5141.0,1.0,6.0,16.666666666666664
2026-06-29,1397.3899999999999,121.0,4.0,4029.375126347065,3870.0,0.0,4.0,0.0
2026-06-30,370.15,66.0,1.0,4545.3125,4575.0,2.0,4.0,50.0
2026-07-01,500.16999999999996,153.0,2.0,2994.1197581075785,3051.6,4.0,5.0,80.0
2026-07-02,1357.89,331.0,4.0,2968.875833124277,2841.25,1.0,4.0,25.0
2026-07-03,609.92,164.0,4.0,4197.046666666666,4131.666666666667,1.0,3.0,33.33333333333333
2026-07-04,721.5999999999999,358.0,4.0,2453.7475,2535.25,4.0,4.0,100.0
2026-07-05,252.8,40.0,1.0,5328.13,5650.0,1.0,1.0,100.0
2026-07-06,1564.71,429.0,4.0,3735.2966666666666,3746.6666666666665,2.0,3.0,66.66666666666666
2026-07-07,158.74,0.0,1.0,4251.865530001517,4575.0,2.0,2.0,100.0
2026-07-08,157.13,56.0,1.0,3506.5042857142857,3500.1428571428573,4.0,7.0,57.14285714285714
2026-07-09,466.42,213.0,2.0,3802.3850599036564,3644.5,1.0,4.0,25.0
2026-07-10,1137.15,292.0,4.0,2865.1515166235395,2876.2,2.0,5.0,40.0
2026-07-11,1343.51,381.0,7.0,5055.053333333333,4817.666666666667,0.0,3.0,0.0
2026-07-12,473.14,108.0,1.0,3749.3466666666664,3661.6666666666665,1.0,3.0,33.33333333333333
2026-07-13,769.25,172.0,2.0,6576.110000000001,6620.0,1.0,2.0,50.0
2026-07-14,487.76,148.0,1.0,3490.74264960602,3407.5,3.0,6.0,50.0
2026-07-15,1716.7,109.0,4.0,4331.506666666667,4101.0,1.0,3.0,33.33333333333333
2026-07-16,800.77,261.0,3.0,3883.388471993502,3893.25,3.0,4.0,75.0
2026-07-17,695.89,226.0,2.0,2625.83,2591.0,1.0,3.0,33.33333333333333
2026-07-18,419.63,212.0,2.0,3280.1459507818913,3095.5,1.0,6.0,16.666666666666664
2026-07-19,387.84999999999997,79.0,2.0,2950.065,2841.5,1.0,2.0,50.0
2026-07-20,1262.99,145.0,3.0,3629.8,3532.6,2.0,5.0,40.0
2026-07-21,656.0799999999999,216.0,3.0,4655.872065014408,4511.25,1.0,4.0,25.0
2026-07-22,1684.77,354.0,7.0,3431.016666666667,3661.6666666666665,2.0,3.0,66.66666666666666
2026-07-23,,,,5564.92,5650.0,1.0,1.0,100.0
2026-07-24,1420.89,476.0,6.0,2342.53,2275.0,0.0,1.0,0.0
2026-07-25,521.05,160.0,2.0,5222.943333333334,5183.333333333333,4.0,6.0,66.66666666666666
2026-07-26,1519.77,503.0,6.0,6811.825,6620.0,1.0,2.0,50.0
2026-07-27,1404.85,208.0,4.0,2555.6940435518154,2795.0,2.0,2.0,100.0
2026-07-28,275.72,57.0,1.0,3877.71,3870.0,1.0,2.0,50.0
2026-07-29,1117.0900000000001,104.0,4.0,2807.34,2841.5,1.0,2.0,50.0
2026-07-30,473.18999999999994,7.0,2.0,2247.476666666667,2151.6666666666665,1.0,3.0,33.33333333333333
2026-07-31,623.91,87.0,4.0,3225.042146498141,3269.0,3.0,4.0,75.0
2026-08-01,617.08,285.0,3.0,2395.0,2183.0,0.0,1.0,0.0
2026-08-02,27.85,49.0,1.0,4759.2300000000005,4540.0,1.0,3.0,33.33333333333333
2026-08-03,1008.48,215.0,4.0,4467.027035521404,4239.6,2.0,5.0,40.0
2026-08-04,,,,4222.035,4135.75,2.0,4.0,50.0
2026-08-05,1833.4,419.0,7.0,6634.810684331878,6620.0,0.0,1.0,0.0
2026-08-06,721.64,161.0,2.0,3015.875,2795.0,1.0,2.0,50.0
2026-08-07,1320.57,397.0,4.0,2660.8225,2535.25,1.0,4.0,25.0
2026-08-08,1915.18,633.0,7.0,4073.695354707349,3916.5,1.0,4.0,25.0
2026-08-09,1220.24,550.0,5.0,3947.608764557728,3750.5,2.0,6.0,33.33333333333333
2026-08-10,1362.25,256.0,4.0,4418.01,4575.0,2.0,2.0,100.0
2026-08-11,372.65,0.0,1.0,3779.39,3777.6666666666665,1.0,3.0,33.33333333333333
2026-08-12,431.01,84.0,1.0,4138.4513732569285,4258.0,3.0,5.0,60.0
2026-08-13,405.65,97.0,1.0,4274.6925,4159.0,1.0,4.0,25.0
2026-08-14,217.49,166.0,2.0,2424.34306563116,2402.3333333333335,3.0,6.0,50.0
2026-08-15,1145.25,408.0,5.0,3084.14,3072.5,2.0,4.0,50.0
2026-08-16,846.31,51.0,3.0,3985.162868071807,3962.5,1.0,2.0,50.0
2026-08-17,28.53,0.0,1.0,2295.745,2136.5,0.0,2.0,0.0
2026-08-18,647.0,148.0,2.0,4031.476215786786,3939.1666666666665,2.0,6.0,33.33333333333333
2026-08-19,322.08000000000004,129.0,2.0,2720.41,2795.0,2.0,2.0,100.0
2026-08-20,,,,3998.601256338437,3908.3333333333335,2.0,6.0,33.33333333333333
2026-08-21,1222.88,275.0,3.0,4963.788448092969,4656.0,1.0,6.0,16.666666666666664
2026-08-22,549.35,362.0,3.0,2399.1499999999996,2229.0,0.0,2.0,0.0
2026-08-23,1403.02,182.0,5.0,3212.42446465306,3026.5,1.0,4.0,25.0
2026-08-24,942.85,302.0,3.0,2583.7760000000003,2654.0,4.0,5.0,80.0
2026-08-25,1218.35,281.0,4.0,2503.0699999999997,2183.0,0.0,2.0,0.0
2026-08-26,328.47,52.0,1.0,3152.2098104797333,2887.5,0.0,2.0,0.0
2026-08-27,565.03,282.0,4.0,2076.59,2090.0,1.0,1.0,100.0
2026-08-28,2105.06,755.0,10.0,5464.716233585595,5241.444444444444,3.0,9.0,33.33333333333333
2026-08-29,689.06,274.0,3.0,4705.1033333333335,4786.666666666667,1.0,3.0,33.33333333333333
2026-08-30,1040.87,245.0,4.0,3457.0532877808087,3333.6,3.0,5.0,60.0
2026-08-31,627.94,338.0,4.0,2950.1675,3026.5,2.0,4.0,50.0
2026-09-01,881.1600000000001,165.0,2.0,3214.383429006181,3030.0,0.0,3.0,0.0
2026-09-02,2191.04,450.0,7.0,3087.1255127751215,3049.5,3.0,8.0,37.5
2026-09-03,794.8599999999999,236.0,2.0,4910.7949050227135,4424.5,0.0,4.0,0.0
2026-09-04,1759.02,538.0,7.0,4791.363333333334,4786.666666666667,3.0,6.0,50.0
2026-09-05,405.75,270.0,3.0,2246.7486112254223,2182.6666666666665,0.0,3.0,0.0
2026-09-06,195.99,88.0,1.0,6223.96,5650.0,0.0,1.0,0.0
2026-09-07,176.59,88.0,1.0,5863.869615386742,5533.75,1.0,4.0,25.0
2026-09-08,838.99,104.0,2.0,2421.109357996305,2213.6666666666665,0.0,3.0,0.0
2026-09-09,326.59000000000003,108.0,2.0,4288.706376439141,4494.333333333333,2.0,3.0,66.66666666666666
